Date,Server_ID,Region,Server_Type,CPU_Utilization_Pct,Memory_Utilization_Pct,Disk_Utilization_Pct,Requests_Count,Network_Traffic_MBps,Avg_Response_Time_ms,Error_Count,Incident_Count,Server_Status,Availability_Pct
2026-07-12,SRV-104,Chennai,Database,36.26,82.02,57.05,101712,362.72,106.52,19,0,Healthy,99.9813
2026-07-12,SRV-105,Bengaluru,Application,72.72,75.8,52.37,80937,446.07,202.23,13,1,Healthy,99.9839
2026-07-12,SRV-106,Bengaluru,Application,54.69,73.73,62.89,69440,135.15,214.73,16,0,Healthy,99.977
2026-07-12,SRV-107,Hyderabad,API,59.49,61.13,65.27,56313,349.19,229.85,17,0,Healthy,99.9698
2026-07-12,SRV-108,Hyderabad,API,55.92,49.17,66.97,67593,377.19,109.95,19,0,Healthy,99.9719
2026-07-12,SRV-109,Delhi,Web,65.16,74.23,68.93,73657,549.87,196.32,24,0,Healthy,99.9674
2026-07-12,SRV-110,Delhi,Database,54.14,61.63,64.55,75779,411.93,212.97,16,0,Healthy,99.9789
2026-07-13,SRV-101,Mumbai,Web,56.67,66.53,56.8,91287,713.78,85.46,20,0,Healthy,99.9781
2026-07-13,SRV-102,Mumbai,Web,68.3,51.6,63.51,59198,611.4,151.93,24,3,Healthy,99.9595
2026-07-13,SRV-103,Chennai,Database,83.84,61.42,59.81,90759,538.7,229.75,14,0,Healthy,99.9846
2026-07-13,SRV-104,Chennai,Database,45.74,64.97,67.05,71214,563.52,195.33,17,2,Healthy,99.9761
2026-07-13,SRV-105,Bengaluru,Application,51.43,75.76,56.65,76883,421.56,172.21,16,0,Healthy,99.9792
2026-07-13,SRV-106,Bengaluru,Application,44.38,77.53,44.03,70446,359.9,121.81,10,1,Healthy,99.9858
2026-07-13,SRV-107,Hyderabad,API,28.01,55.17,58.53,91891,418.01,159.56,16,0,Healthy,99.9826
2026-07-13,SRV-108,Hyderabad,API,67.27,86.4,70.46,83458,505.34,206.76,28,0,Warning,99.9665
2026-07-13,SRV-109,Delhi,Web,51.97,65.92,56.3,83296,324.97,178.48,15,0,Healthy,99.982
2026-07-13,SRV-110,Delhi,Database,57.16,75.92,66.26,51442,514.08,135.47,17,0,Healthy,99.967
2026-07-14,SRV-101,Mumbai,Web,43.37,67.51,74.62,78334,326.28,187.22,18,1,Healthy,99.977
2026-07-14,SRV-102,Mumbai,Web,60.66,63.39,68.86,80759,460.12,167.22,14,0,Healthy,99.9827
2026-07-14,SRV-103,Chennai,Database,40.07,55.07,51.53,88423,544.77,166.73,20,1,Healthy,99.9774
2026-07-14,SRV-104,Chennai,Database,40.75,65.1,63.7,81206,407.02,171.66,19,0,Healthy,99.9766
2026-07-14,SRV-105,Bengaluru,Application,72.51,45.15,60.83,74968,342.77,198.65,17,2,Healthy,99.9773
2026-07-14,SRV-106,Bengaluru,Application,61.83,78.28,54.59,71946,318.52,153.82,14,0,Healthy,99.9805
2026-07-14,SRV-107,Hyderabad,API,45.89,62.33,52.4,85520,430.85,226.4,20,0,Healthy,99.9766
2026-07-14,SRV-108,Hyderabad,API,69.73,49.9,73.05,81285,414.42,148.27,13,0,Healthy,99.984
2026-07-14,SRV-109,Delhi,Web,44.02,62.81,72.25,70398,298.55,239.13,14,0,Healthy,99.9801
2026-07-14,SRV-110,Delhi,Database,69.56,63.42,78.87,80899,389.09,188.64,22,0,Healthy,99.9728
2026-07-15,SRV-101,Mumbai,Web,42.15,53.1,51.66,71416,490.81,183.92,15,0,Healthy,99.979
2026-07-15,SRV-102,Mumbai,Web,59.66,86.93,57.95,87577,410.11,183.68,16,3,Warning,99.9817
2026-07-15,SRV-103,Chennai,Database,52.9,54.44,62.83,61522,419.09,181.27,20,0,Healthy,99.9675
2026-07-15,SRV-104,Chennai,Database,84.58,59.0,52.15,82945,426.4,66.34,13,0,Healthy,99.9843
2026-07-15,SRV-105,Bengaluru,Application,55.68,67.3,57.37,82297,222.45,182.9,17,1,Healthy,99.9793
2026-07-15,SRV-106,Bengaluru,Application,73.37,74.19,56.08,97360,386.29,186.69,13,0,Healthy,99.9866
2026-07-15,SRV-107,Hyderabad,API,58.63,55.72,58.14,64069,511.24,110.96,20,0,Healthy,99.9688
2026-07-15,SRV-108,Hyderabad,API,38.6,59.75,47.47,47970,495.92,204.37,22,0,Healthy,99.9541
2026-07-15,SRV-109,Delhi,Web,50.3,61.85,65.77,63053,308.14,184.9,14,0,Healthy,99.9778
2026-07-15,SRV-110,Delhi,Database,54.82,67.79,59.08,60403,404.15,233.85,11,0,Healthy,99.9818
2026-07-16,SRV-101,Mumbai,Web,69.02,53.37,37.28,68325,192.36,140.63,16,0,Healthy,99.9766
2026-07-16,SRV-102,Mumbai,Web,63.14,57.12,77.42,65914,449.93,213.39,20,0,Healthy,99.9697
2026-07-16,SRV-103,Chennai,Database,40.7,62.63,58.8,100831,429.0,169.7,11,0,Healthy,99.9891
2026-07-16,SRV-104,Chennai,Database,38.83,52.28,68.8,65146,473.67,132.89,13,2,Healthy,99.98
2026-07-16,SRV-105,Bengaluru,Application,62.29,75.11,46.73,67463,327.44,192.65,22,1,Healthy,99.9674
2026-07-16,SRV-106,Bengaluru,Application,72.47,79.99,64.71,83901,455.92,141.58,16,0,Healthy,99.9809
2026-07-16,SRV-107,Hyderabad,API,42.46,42.34,76.51,58451,392.32,170.04,24,0,Healthy,99.9589
2026-07-16,SRV-108,Hyderabad,API,58.65,64.66,65.54,62795,406.0,234.62,21,1,Healthy,99.9666
2026-07-16,SRV-109,Delhi,Web,58.92,62.3,57.15,73711,477.79,216.57,14,2,Healthy,99.981
2026-07-16,SRV-110,Delhi,Database,57.89,88.02,63.09,48588,458.12,213.9,20,0,Warning,99.9588
2026-07-17,SRV-101,Mumbai,Web,51.99,61.8,65.46,61099,377.72,237.96,14,1,Healthy,99.9771
2026-07-17,SRV-102,Mumbai,Web,48.82,50.9,60.5,96822,309.37,114.76,13,2,Healthy,99.9866
2026-07-17,SRV-103,Chennai,Database,75.72,58.0,60.02,88988,243.92,116.17,21,1,Healthy,99.9764
2026-07-17,SRV-104,Chennai,Database,48.38,87.58,52.92,77768,620.61,249.39,19,2,Warning,99.9756
2026-07-17,SRV-105,Bengaluru,Application,54.92,75.12,68.04,65261,488.2,222.65,18,0,Healthy,99.9724
2026-07-17,SRV-106,Bengaluru,Application,46.4,43.33,57.26,73173,483.08,248.11,20,2,Healthy,99.9727
2026-07-17,SRV-107,Hyderabad,API,68.77,58.96,68.79,45939,454.86,123.6,16,0,Healthy,99.9652
2026-07-17,SRV-108,Hyderabad,API,56.69,44.32,60.91,72785,260.53,159.03,17,0,Healthy,99.9766
2026-07-17,SRV-109,Delhi,Web,57.47,58.22,32.16,72586,497.81,220.51,13,0,Healthy,99.9821
2026-07-17,SRV-110,Delhi,Database,64.19,74.27,57.1,71944,337.31,140.49,25,0,Healthy,99.9653
2026-07-18,SRV-101,Mumbai,Web,51.35,77.68,53.27,74789,306.9,184.57,17,1,Healthy,99.9773
2026-07-18,SRV-102,Mumbai,Web,57.96,62.87,64.32,76451,359.6,175.07,15,1,Healthy,99.9804
2026-07-18,SRV-103,Chennai,Database,41.68,67.67,46.0,111221,454.79,183.6,16,0,Healthy,99.9856
2026-07-18,SRV-104,Chennai,Database,94.37,89.44,59.81,92229,426.17,389.81,60,3,Critical,99.9349
2026-07-18,SRV-105,Bengaluru,Application,39.8,61.42,53.96,105150,316.56,259.64,19,1,Healthy,99.9819
2026-07-18,SRV-106,Bengaluru,Application,47.23,61.41,52.34,84037,368.96,148.09,16,1,Healthy,99.981
2026-07-18,SRV-107,Hyderabad,API,50.67,67.11,60.86,74521,346.41,177.25,25,1,Healthy,99.9665
2026-07-18,SRV-108,Hyderabad,API,67.46,67.05,69.79,66477,440.07,97.62,22,2,Healthy,99.9669
2026-07-18,SRV-109,Delhi,Web,55.81,70.53,62.36,62304,523.0,151.04,13,0,Healthy,99.9791
2026-07-18,SRV-110,Delhi,Database,58.58,69.61,56.2,57552,440.37,146.89,20,0,Healthy,99.9652
2026-07-19,SRV-101,Mumbai,Web,52.75,71.86,68.69,113843,452.58,206.08,11,0,Healthy,99.9903
2026-07-19,SRV-102,Mumbai,Web,58.25,65.04,74.27,80261,224.47,166.34,23,0,Healthy,99.9713
2026-07-19,SRV-103,Chennai,Database,70.56,61.77,49.01,67428,474.67,217.83,11,0,Healthy,99.9837
2026-07-19,SRV-104,Chennai,Database,94.09,87.25,64.87,93855,544.39,462.36,82,4,Critical,99.9126
2026-07-19,SRV-105,Bengaluru,Application,58.4,59.41,63.28,67876,285.4,219.21,20,0,Healthy,99.9705
2026-07-19,SRV-106,Bengaluru,Application,67.34,48.83,64.51,85011,503.42,125.46,25,1,Healthy,99.9706
2026-07-19,SRV-107,Hyderabad,API,34.54,39.23,59.27,91508,413.66,191.38,12,0,Healthy,99.9869
2026-07-19,SRV-108,Hyderabad,API,58.98,63.9,64.39,68467,394.05,203.09,21,0,Healthy,99.9693
2026-07-19,SRV-109,Delhi,Web,65.66,56.73,63.93,69202,355.42,195.28,18,0,Healthy,99.974
2026-07-19,SRV-110,Delhi,Database,54.77,58.97,65.2,50755,313.22,132.58,21,3,Healthy,99.9586
2026-07-20,SRV-101,Mumbai,Web,53.75,60.31,58.63,92428,443.84,138.27,20,2,Healthy,99.9784
2026-07-20,SRV-102,Mumbai,Web,33.28,55.12,71.27,69719,443.0,219.86,17,1,Healthy,99.9756
2026-07-20,SRV-103,Chennai,Database,42.83,69.83,49.31,75452,179.72,168.45,19,1,Healthy,99.9748
2026-07-20,SRV-104,Chennai,Database,89.86,89.17,54.04,41883,213.21,380.66,62,4,Warning,99.852
2026-07-20,SRV-105,Bengaluru,Application,49.18,69.75,36.54,53383,285.71,157.84,8,1,Healthy,99.985
2026-07-20,SRV-106,Bengaluru,Application,56.59,75.31,59.76,89886,360.97,177.12,26,0,Healthy,99.9711
2026-07-20,SRV-107,Hyderabad,API,61.95,65.48,47.36,87532,522.92,126.08,23,1,Healthy,99.9737
2026-07-20,SRV-108,Hyderabad,API,67.92,67.92,51.97,79011,639.91,230.94,24,0,Healthy,99.9696
2026-07-20,SRV-109,Delhi,Web,48.68,77.06,69.97,94904,511.36,190.46,18,0,Healthy,99.981
2026-07-20,SRV-110,Delhi,Database,51.38,58.83,69.98,86427,431.69,237.69,20,0,Healthy,99.9769
2026-07-21,SRV-101,Mumbai,Web,52.77,54.31,56.43,52724,386.46,227.16,17,1,Healthy,99.9678
2026-07-21,SRV-102,Mumbai,Web,38.08,66.65,49.64,42658,465.72,247.32,18,0,Healthy,99.9578
2026-07-21,SRV-103,Chennai,Database,50.15,63.29,60.05,43261,370.17,237.31,19,1,Healthy,99.9561
2026-07-21,SRV-104,Chennai,Database,58.26,73.58,49.56,77127,429.77,129.84,11,1,Healthy,99.9857
2026-07-21,SRV-105,Bengaluru,Application,35.71,53.0,57.63,57320,414.91,182.08,16,0,Healthy,99.9721
2026-07-21,SRV-106,Bengaluru,Application,56.51,61.86,50.24,76424,452.98,131.61,18,0,Healthy,99.9764
2026-07-21,SRV-107,Hyderabad,API,62.88,57.09,67.56,67988,475.68,141.3,18,0,Healthy,99.9735
2026-07-21,SRV-108,Hyderabad,API,57.05,74.6,60.64,57254,476.48,156.51,15,1,Healthy,99.9738
2026-07-21,SRV-109,Delhi,Web,46.67,66.55,62.1,86411,576.19,254.9,16,0,Healthy,99.9815
2026-07-21,SRV-110,Delhi,Database,58.92,78.29,59.45,69078,416.26,156.44,18,1,Healthy,99.9739
2026-07-22,SRV-101,Mumbai,Web,54.0,42.76,82.06,89352,304.27,273.71,25,2,Healthy,99.972
2026-07-22,SRV-102,Mumbai,Web,80.32,50.31,69.53,80727,419.23,187.34,9,1,Healthy,99.9889
2026-07-22,SRV-103,Chennai,Database,45.61,51.2,65.97,86837,527.95,183.56,20,1,Healthy,99.977
2026-07-22,SRV-104,Chennai,Database,57.54,79.26,56.89,69652,438.93,152.38,24,0,Healthy,99.9655
2026-07-22,SRV-105,Bengaluru,Application,73.48,55.04,66.66,58088,498.46,274.93,19,0,Healthy,99.9673
2026-07-22,SRV-106,Bengaluru,Application,46.41,65.36,53.74,84424,412.86,127.53,21,0,Healthy,99.9751
2026-07-22,SRV-107,Hyderabad,API,51.65,72.28,50.9,67937,447.98,231.76,19,0,Healthy,99.972
2026-07-22,SRV-108,Hyderabad,API,50.12,48.17,51.68,83753,460.61,210.51,17,1,Healthy,99.9797
2026-07-22,SRV-109,Delhi,Web,24.72,80.01,51.1,59488,246.18,203.57,21,0,Healthy,99.9647
2026-07-22,SRV-110,Delhi,Database,43.43,71.36,50.17,71794,358.44,205.21,21,2,Healthy,99.9707
2026-07-23,SRV-101,Mumbai,Web,60.76,60.26,56.47,77243,438.96,228.13,19,1,Healthy,99.9754
2026-07-23,SRV-102,Mumbai,Web,62.24,60.3,51.26,80125,364.51,183.53,20,0,Healthy,99.975
2026-07-23,SRV-103,Chennai,Database,52.98,63.99,52.08,69093,435.78,197.9,15,2,Healthy,99.9783
2026-07-23,SRV-104,Chennai,Database,25.9,61.7,57.34,91675,336.62,192.97,22,1,Healthy,99.976
2026-07-23,SRV-105,Bengaluru,Application,29.02,75.39,50.52,96255,482.96,197.66,20,1,Healthy,99.9792
2026-07-23,SRV-106,Bengaluru,Application,63.07,60.36,61.35,66187,616.47,164.55,19,0,Healthy,99.9713
2026-07-23,SRV-107,Hyderabad,API,67.03,67.17,60.07,97198,356.51,193.43,23,1,Healthy,99.9763
2026-07-23,SRV-108,Hyderabad,API,44.69,73.95,55.71,81654,456.74,207.77,8,1,Healthy,99.9902
2026-07-23,SRV-109,Delhi,Web,44.61,54.81,51.13,77036,284.64,111.39,13,0,Healthy,99.9831
2026-07-23,SRV-110,Delhi,Database,69.93,53.77,63.66,56602,603.76,259.7,20,2,Healthy,99.9647
2026-07-24,SRV-101,Mumbai,Web,59.45,73.53,49.59,65006,434.99,194.04,19,0,Healthy,99.9708
2026-07-24,SRV-102,Mumbai,Web,65.19,79.73,77.14,81494,618.16,217.8,22,1,Healthy,99.973
2026-07-24,SRV-103,Chennai,Database,41.35,52.61,58.19,80665,471.75,230.53,27,1,Healthy,99.9665
2026-07-24,SRV-104,Chennai,Database,56.99,58.17,62.05,77977,418.43,109.31,8,0,Healthy,99.9897
